"time","track_length"
0.00943888,"1k"
0.007779467,"1k"
0.007372467,"1k"
0.007162182,"1k"
0.006041582,"1k"
0.04707358,"5k"
0.04157426,"5k"
0.06101907,"5k"
0.07225652,"5k"
0.07251956,"5k"
