"time","track_length"
8.161152,"1k"
7.266556,"1k"
8.843154,"1k"
6.305292,"1k"
9.172888,"1k"
27.27786,"5k"
25.24284,"5k"
36.70733,"5k"
36.33788,"5k"
29.6537,"5k"
