"time","track_length"
0.2541766,"1k"
0.3029419,"1k"
0.2816525,"1k"
0.3087643,"1k"
0.2896581,"1k"
1.354272,"5k"
1.351184,"5k"
1.306642,"5k"
1.32043,"5k"
1.565854,"5k"
3.296402,"10k"
2.682372,"10k"
2.794118,"10k"
2.797854,"10k"
2.779393,"10k"
19.36793,"50k"
20.13462,"50k"
20.58458,"50k"
20.67856,"50k"
21.15161,"50k"
