"id","bin","behav","prop","param"
"4_3",2,"1",0.106496105838213,"Turning Angle"
"4_3",3,"1",0.0907806452129113,"Turning Angle"
"4_3",4,"1",0.0907385100409626,"Turning Angle"
"4_3",5,"1",0.0922138481382114,"Turning Angle"
"4_3",6,"1",0.0995855043185869,"Turning Angle"
"4_3",7,"1",0.0986353251995752,"Turning Angle"
"4_3",8,"1",0.210591951259465,"Turning Angle"
"4_3",1,"2",0.000629593207538256,"Turning Angle"
"4_3",2,"2",0.0418814504368833,"Turning Angle"
"4_3",3,"2",0.164017254755034,"Turning Angle"
"4_3",4,"2",0.281251889981777,"Turning Angle"
"4_3",5,"2",0.284644469225375,"Turning Angle"
"4_3",6,"2",0.176505006495949,"Turning Angle"
"4_3",7,"2",0.0509048889938404,"Turning Angle"
"4_3",8,"2",0.000165446903602988,"Turning Angle"
"4_3",1,"3",0.0440708587107957,"Turning Angle"
"4_3",2,"3",0.106174888655694,"Turning Angle"
"4_3",3,"3",0.139576893566018,"Turning Angle"
"4_3",4,"3",0.170143535425692,"Turning Angle"
"4_3",5,"3",0.188237504688499,"Turning Angle"
"4_3",6,"3",0.133263827426093,"Turning Angle"
"4_3",7,"3",0.140386714427576,"Turning Angle"
"4_3",8,"3",0.0781457770996303,"Turning Angle"
"5_3",1,"1",0.404830750750907,"Step Length"
"5_3",2,"1",0.372220172975007,"Step Length"
"5_3",3,"1",0.16612326039669,"Step Length"
"5_3",4,"1",0.0341500035233255,"Step Length"
"5_3",5,"1",0.0226758123540699,"Step Length"
"5_3",1,"2",0.00470243402494264,"Step Length"
"5_3",2,"2",0.00281263548730744,"Step Length"
"5_3",3,"2",0.100727792486034,"Step Length"
"5_3",4,"2",0.482397925533374,"Step Length"
"5_3",5,"2",0.409359212468342,"Step Length"
"5_3",1,"3",0.000596434232103169,"Step Length"
"5_3",2,"3",0.134428216142428,"Step Length"
"5_3",3,"3",0.694983454473488,"Step Length"
"5_3",4,"3",0.169711142910583,"Step Length"
"5_3",5,"3",0.000280752241397518,"Step Length"
"5_3",1,"1",0.206229314712619,"Turning Angle"
"5_3",2,"1",0.102635783981416,"Turning Angle"
"5_3",3,"1",0.0940576486750687,"Turning Angle"
"5_3",4,"1",0.0906344161464843,"Turning Angle"
"5_3",5,"1",0.096874531264064,"Turning Angle"
"5_3",6,"1",0.0953161217691553,"Turning Angle"
"5_3",7,"1",0.105338400407816,"Turning Angle"
"5_3",8,"1",0.208913783043376,"Turning Angle"
"5_3",1,"2",0.000579826273482871,"Turning Angle"
"5_3",2,"2",0.0430681767802346,"Turning Angle"
"5_3",3,"2",0.16837607838264,"Turning Angle"
"5_3",4,"2",0.29074255684226,"Turning Angle"
"5_3",5,"2",0.281396944845766,"Turning Angle"
"5_3",6,"2",0.169667398962387,"Turning Angle"
"5_3",7,"2",0.0459718172406796,"Turning Angle"
"5_3",8,"2",0.00019720067255065,"Turning Angle"
"5_3",1,"3",0.112319510079414,"Turning Angle"
"5_3",2,"3",0.134724674655161,"Turning Angle"
"5_3",3,"3",0.129115719866632,"Turning Angle"
"5_3",4,"3",0.142581694636145,"Turning Angle"
"5_3",5,"3",0.136914706824329,"Turning Angle"
"5_3",6,"3",0.130164067414033,"Turning Angle"
"5_3",7,"3",0.127944491996256,"Turning Angle"
"5_3",8,"3",0.0862351345280302,"Turning Angle"
"1_4",1,"1",0.392065973466314,"Step Length"
"1_4",2,"1",0.357186635996017,"Step Length"
"1_4",3,"1",0.161264535871704,"Step Length"
"1_4",4,"1",0.0506479176931946,"Step Length"
"1_4",5,"1",0.0388349369727698,"Step Length"
"1_4",1,"2",0.0590529327489981,"Step Length"
"1_4",2,"2",0.160272600282911,"Step Length"
"1_4",3,"2",0.571068925506529,"Step Length"
"1_4",4,"2",0.17643936596331,"Step Length"
"1_4",5,"2",0.0331661754982518,"Step Length"
"1_4",1,"3",0.00371254854781026,"Step Length"
"1_4",2,"3",0.0152238138259755,"Step Length"
"1_4",3,"3",0.0472881024448295,"Step Length"
"1_4",4,"3",0.487445033051365,"Step Length"
"1_4",5,"3",0.44633050213002,"Step Length"
"1_4",1,"1",0.195541703863926,"Turning Angle"
"1_4",2,"1",0.10136480340972,"Turning Angle"
"1_4",3,"1",0.0966413217528643,"Turning Angle"
"1_4",4,"1",0.102862029579173,"Turning Angle"
"1_4",5,"1",0.104518622320732,"Turning Angle"
"1_4",6,"1",0.0970671918924973,"Turning Angle"
"1_4",7,"1",0.0968250151422625,"Turning Angle"
"1_4",8,"1",0.205179312038825,"Turning Angle"
"1_4",1,"2",0.096061368129595,"Turning Angle"
"1_4",2,"2",0.118040518546232,"Turning Angle"
"1_4",3,"2",0.131745193825386,"Turning Angle"
"1_4",4,"2",0.141260211193754,"Turning Angle"
"1_4",5,"2",0.146586913380651,"Turning Angle"
"1_4",6,"2",0.139144027740448,"Turning Angle"
"1_4",7,"2",0.129135843613918,"Turning Angle"
"1_4",8,"2",0.0980259235700164,"Turning Angle"
"1_4",1,"3",9.91745685499107e-05,"Turning Angle"
"1_4",2,"3",0.0481283723224775,"Turning Angle"
"1_4",3,"3",0.16959261250707,"Turning Angle"
"1_4",4,"3",0.29850225245627,"Turning Angle"
"1_4",5,"3",0.294162085004274,"Turning Angle"
"1_4",6,"3",0.152539336016013,"Turning Angle"
"1_4",7,"3",0.0368006029927799,"Turning Angle"
"1_4",8,"3",0.000175564132567202,"Turning Angle"
"2_4",1,"1",0.151337386171753,"Step Length"
"2_4",2,"1",0.208189398395525,"Step Length"
"2_4",3,"1",0.464423690812046,"Step Length"
"2_4",4,"1",0.142980223022016,"Step Length"
"2_4",5,"1",0.0330693015986608,"Step Length"
"2_4",1,"2",0.0264855121661647,"Step Length"
"2_4",2,"2",0.0318972311070217,"Step Length"
"2_4",3,"2",0.0309696194111354,"Step Length"
"2_4",4,"2",0.460204727411649,"Step Length"
"2_4",5,"2",0.450442909904029,"Step Length"
"2_4",1,"3",0.488571557413928,"Step Length"
"2_4",2,"3",0.401450659966741,"Step Length"
"2_4",3,"3",0.108346458802918,"Step Length"
"2_4",4,"3",0.000193551850692997,"Step Length"
"2_4",5,"3",0.00143777196571983,"Step Length"
"2_4",1,"1",0.130847125119332,"Turning Angle"
"2_4",2,"1",0.118325689323251,"Turning Angle"
"2_4",3,"1",0.122017157282915,"Turning Angle"
"2_4",4,"1",0.127162901033702,"Turning Angle"
"2_4",5,"1",0.134374658851256,"Turning Angle"
"2_4",6,"1",0.126980321127422,"Turning Angle"
"2_4",7,"1",0.114488650323826,"Turning Angle"
"2_4",8,"1",0.125803496938296,"Turning Angle"
"2_4",1,"2",0.000195951032060105,"Turning Angle"
"2_4",2,"2",0.0412495175722667,"Turning Angle"
"2_4",3,"2",0.16072646177536,"Turning Angle"
"2_4",4,"2",0.300845231852873,"Turning Angle"
"2_4",5,"2",0.292836261432604,"Turning Angle"
"2_4",6,"2",0.154967084129946,"Turning Angle"
"2_4",7,"2",0.046700780183778,"Turning Angle"
"2_4",8,"2",0.00247871202111304,"Turning Angle"
"2_4",1,"3",0.234675737568295,"Turning Angle"
"2_4",2,"3",0.100603736789483,"Turning Angle"
"2_4",3,"3",0.0795731173918167,"Turning Angle"
"2_4",4,"3",0.0811351579056885,"Turning Angle"
"2_4",5,"3",0.0771881578360347,"Turning Angle"
"2_4",6,"3",0.0851017070444737,"Turning Angle"
"2_4",7,"3",0.106375697021129,"Turning Angle"
"2_4",8,"3",0.235346688443079,"Turning Angle"
"3_4",1,"1",0.38390646638879,"Step Length"
"3_4",2,"1",0.345956196793513,"Step Length"
"3_4",3,"1",0.170809616810031,"Step Length"
"3_4",4,"1",0.0578156530266025,"Step Length"
"3_4",5,"1",0.0415120669810633,"Step Length"
"3_4",1,"2",0.0809686094234972,"Step Length"
"3_4",2,"2",0.158407452030018,"Step Length"
"3_4",3,"2",0.559083155835464,"Step Length"
"3_4",4,"2",0.170164030476459,"Step Length"
"3_4",5,"2",0.0313767522345621,"Step Length"
"3_4",1,"3",0.0144429195254894,"Step Length"
"3_4",2,"3",0.00257323110402367,"Step Length"
"3_4",3,"3",0.043360457991501,"Step Length"
"3_4",4,"3",0.483634852244393,"Step Length"
"3_4",5,"3",0.455988539134593,"Step Length"
"3_4",1,"1",0.198817610928594,"Turning Angle"
"3_4",2,"1",0.100393036526263,"Turning Angle"
"3_4",3,"1",0.0951487535844561,"Turning Angle"
"3_4",4,"1",0.105938894331193,"Turning Angle"
"3_4",5,"1",0.101106746331366,"Turning Angle"
"3_4",6,"1",0.0961566393565218,"Turning Angle"
"3_4",7,"1",0.105935089251607,"Turning Angle"
"3_4",8,"1",0.196503229689999,"Turning Angle"
"3_4",1,"2",0.09409454455771,"Turning Angle"
"3_4",2,"2",0.118323520346724,"Turning Angle"
"3_4",3,"2",0.140948816377208,"Turning Angle"
"3_4",4,"2",0.149499405365812,"Turning Angle"
"3_4",5,"2",0.14784704650195,"Turning Angle"
"3_4",6,"2",0.137734211762193,"Turning Angle"
"3_4",7,"2",0.118516198676305,"Turning Angle"
"3_4",8,"2",0.0930362564120971,"Turning Angle"
"3_4",1,"3",0.000110269693777351,"Turning Angle"
"3_4",2,"3",0.0399947790188675,"Turning Angle"
"3_4",3,"3",0.152788598200996,"Turning Angle"
"3_4",4,"3",0.300164473914448,"Turning Angle"
"3_4",5,"3",0.304934218039717,"Turning Angle"
"3_4",6,"3",0.160086248504247,"Turning Angle"
"3_4",7,"3",0.0416380242681416,"Turning Angle"
"3_4",8,"3",0.00028338835980603,"Turning Angle"
"4_4",1,"1",0.0676587406176765,"Step Length"
"4_4",2,"1",0.0800139756775718,"Step Length"
"4_4",3,"1",0.131511335711094,"Step Length"
"4_4",4,"1",0.3870160189799,"Step Length"
"4_4",5,"1",0.333799929013758,"Step Length"
"4_4",1,"2",0.15744951616765,"Step Length"
"4_4",2,"2",0.223291291034979,"Step Length"
"4_4",3,"2",0.512411774761208,"Step Length"
"4_4",4,"2",0.106758894717163,"Step Length"
"4_4",5,"2",8.85233190004649e-05,"Step Length"
"4_4",1,"3",0.519691653372093,"Step Length"
"4_4",2,"3",0.420139035072203,"Step Length"
"4_4",3,"3",0.0395197204957808,"Step Length"
"4_4",4,"3",0.000169293195986752,"Step Length"
"4_4",5,"3",0.020480297863937,"Step Length"
"4_4",1,"1",0.0363834681040141,"Turning Angle"
"4_4",2,"1",0.0612768994387973,"Turning Angle"
"4_4",3,"1",0.152196503256752,"Turning Angle"
"4_4",4,"1",0.249475136730868,"Turning Angle"
"4_4",5,"1",0.24886354464539,"Turning Angle"
"4_4",6,"1",0.151387295543867,"Turning Angle"
"4_4",7,"1",0.0585682596595222,"Turning Angle"
"4_4",8,"1",0.0418488926207898,"Turning Angle"
"4_4",1,"2",0.131720242376492,"Turning Angle"
"4_4",2,"2",0.128825278872385,"Turning Angle"
"4_4",3,"2",0.117042556081377,"Turning Angle"
"4_4",4,"2",0.115718610868671,"Turning Angle"
"4_4",5,"2",0.111982144913704,"Turning Angle"
"4_4",6,"2",0.124040446635466,"Turning Angle"
"4_4",7,"2",0.130935438447409,"Turning Angle"
"4_4",8,"2",0.139735281804496,"Turning Angle"
"4_4",1,"3",0.253136800591792,"Turning Angle"
"4_4",2,"3",0.0956464457677607,"Turning Angle"
"4_4",3,"3",0.0812179911847488,"Turning Angle"
"4_4",4,"3",0.0874882488332163,"Turning Angle"
"4_4",5,"3",0.0806188334705297,"Turning Angle"
"4_4",6,"3",0.0739032264380903,"Turning Angle"
"4_4",7,"3",0.0901285441391257,"Turning Angle"
"4_4",8,"3",0.237859909574736,"Turning Angle"
"5_4",1,"1",0.071854459239147,"Step Length"
"5_4",2,"1",0.074416428394313,"Step Length"
"5_4",3,"1",0.124078032553965,"Step Length"
"5_4",4,"1",0.387598840508796,"Step Length"
"5_4",5,"1",0.342052239303779,"Step Length"
"5_4",1,"2",0.150338371418865,"Step Length"
"5_4",2,"2",0.224764169881145,"Step Length"
"5_4",3,"2",0.514479173320449,"Step Length"
"5_4",4,"2",0.110371225321066,"Step Length"
"5_4",5,"2",4.70600584751536e-05,"Step Length"
"5_4",1,"3",0.501620163297646,"Step Length"
"5_4",2,"3",0.410946384281563,"Step Length"
"5_4",3,"3",0.0798422805763342,"Step Length"
"5_4",4,"3",5.29120825018792e-05,"Step Length"
"5_4",5,"3",0.00753825976195456,"Step Length"
"5_4",1,"1",0.0407652783812802,"Turning Angle"
"5_4",2,"1",0.0618987997546774,"Turning Angle"
"5_4",3,"1",0.148124855988233,"Turning Angle"
"5_4",4,"1",0.247214412908952,"Turning Angle"
"5_4",5,"1",0.257617614200041,"Turning Angle"
"5_4",6,"1",0.150063397490214,"Turning Angle"
"5_4",7,"1",0.0579565212340176,"Turning Angle"
"5_4",8,"1",0.0363591200425844,"Turning Angle"
"5_4",1,"2",0.131094231291972,"Turning Angle"
"5_4",2,"2",0.125164133410829,"Turning Angle"
"5_4",3,"2",0.121207954294972,"Turning Angle"
"5_4",4,"2",0.119531217695022,"Turning Angle"
"5_4",5,"2",0.117410251684758,"Turning Angle"
"5_4",6,"2",0.116997654008165,"Turning Angle"
"5_4",7,"2",0.132018142655941,"Turning Angle"
"5_4",8,"2",0.136576414958341,"Turning Angle"
"5_4",1,"3",0.243966915434534,"Turning Angle"
"5_4",2,"3",0.0884909397333759,"Turning Angle"
"5_4",3,"3",0.0835000531629559,"Turning Angle"
"5_4",4,"3",0.0767989854988952,"Turning Angle"
"5_4",5,"3",0.0817977121885188,"Turning Angle"
"5_4",6,"3",0.0884203063254591,"Turning Angle"
"5_4",7,"3",0.0921315136084879,"Turning Angle"
"5_4",8,"3",0.244893574047773,"Turning Angle"
