"time","track_length"
0.3180821,"1k"
0.254242,"1k"
0.2618861,"1k"
0.2694235,"1k"
0.2572652,"1k"
1.341924,"5k"
1.33059,"5k"
1.333592,"5k"
1.3148,"5k"
1.375277,"5k"
2.756097,"10k"
2.731233,"10k"
2.801928,"10k"
2.794791,"10k"
3.060059,"10k"
20.13206,"50k"
21.08627,"50k"
20.97701,"50k"
21.00008,"50k"
19.67315,"50k"
