"time","track_length"
0.007057432,"1k"
0.01017253,"1k"
0.005017384,"1k"
0.006133215,"1k"
0.008408018,"1k"
0.0360851,"5k"
0.04394892,"5k"
0.02825392,"5k"
0.01947355,"5k"
0.03010412,"5k"
0.08993016,"10k"
0.055143,"10k"
0.06402413,"10k"
0.05924884,"10k"
0.06942658,"10k"
0.6085793,"50k"
0.5274499,"50k"
0.6083375,"50k"
0.6072743,"50k"
0.3939685,"50k"
