"","mean_1","mean_2","mean_3","concentration_1","concentration_2","concentration_3"
"1",3.02428398000861,-0.826117100673077,0.153930080976549,0.564349786746362,0.0616903584286816,0.527333454354819
"2",-3.13878797841927,-1.84028596226696,-0.22823849194628,0.963115559504903,0.0565162128740033,0.453641262647605
"3",3.10314236973049,0.189915847271989,-0.12412686274187,0.489308384954509,0.154929029622141,0.47017676005363
"4",2.91850652670254,-0.571470859879879,-0.0150041279922068,0.345291426722271,0.154249108979651,0.507106507555807
"5",3.13497602674818,-1.84800527742025,-0.0895305963415653,0.80785261256715,0.0449413794192618,0.477470347824717
"6",-3.00656961903487,0.0339472833000327,-0.0670013520441468,0.464591619324334,0.0253152200572977,0.528853559428825
"7",-3.03855370746884,2.74422429185726,-0.016824698097251,0.44924151652991,0.0928118762717394,0.495644366127998
"8",3.04749442720102,2.82417380329744,-0.0350175482288314,0.366513198710274,0.0605432214705692,0.59715526562454
"9",-3.02140996646861,-0.304024977381119,0.0458857232415912,0.230876361912179,0.0429767821444669,0.528319109383441
"10",3.07367366874703,1.86515662756227,0.0362596724087491,0.362939046598107,0.178162572195058,0.54501083213663
