"time","track_length"
0.6667596,"1k"
0.8075557,"1k"
0.7964655,"1k"
0.7670892,"1k"
0.6670422,"1k"
39.6005,"5k"
52.02597,"5k"
45.627,"5k"
43.92973,"5k"
53.06691,"5k"
