"time","track_length"
0.5782773,"1k"
0.321176,"1k"
0.9154449,"1k"
0.6655991,"1k"
0.7527809,"1k"
42.00649,"5k"
22.92759,"5k"
18.47477,"5k"
40.89523,"5k"
35.03593,"5k"
