"","mean_1","mean_2","mean_3","concentration_1","concentration_2","concentration_3"
"1",3.08798320936734,1.8130708205477,0.0024295119437355,0.778922873652233,0.117033174148245,0.841189996780182
"2",-3.13781374563596,-2.8230808211675,-0.0333107490511229,0.796366459641354,0.0783558798915012,0.766571145021957
"3",-3.13443315924521,-3.07066116070957,0.0252180798692388,0.806524128139498,0.0675796590688046,0.801887996737715
"4",3.08592929982337,0.275336139545157,0.0242591067818282,0.809390431612715,0.123418446278137,0.827943545670159
"5",3.07297254023465,0.817229658353812,0.0309506188033557,0.799237548836102,0.0643843558760716,0.85714682673949
"6",3.13737819182667,1.09559151646534,0.0368876367711836,0.81698952534654,0.165353481284479,0.814820805876591
"7",-3.13889626553159,0.110975586046247,-0.00741339777996158,0.814629918019131,0.0606246637611897,0.810445038736432
"8",3.13226450966148,2.37810189860065,-0.00148772415917969,0.788866873737729,0.0632122664694319,0.791279474647855
"9",3.12159048902604,0.815748175432663,0.023660109588152,0.785242354589859,0.0799952869224704,0.79998877576269
"10",3.14145558765846,2.36846034062792,0.0196950058712724,0.810853003232012,0.0538537036181307,0.82410214499031
