"","mean_1","mean_2","mean_3","sd_1","sd_2","sd_3"
"1",0.32911413666353,2.01675174634976,10.0852492575616,0.658423129966169,1.73046137635248,3.36808575353144
"2",0.376981942128536,2.24665407275516,9.86625416202186,0.753971749653357,1.94858266805204,3.17044641045229
"3",0.28521080580781,2.1015642607479,10.0923964364073,0.576023877508242,1.58482511425139,3.23824316425899
"4",0.393526016400509,2.0753078396109,10.2036950860193,0.758284317028681,1.50238369627615,3.01940407015236
"5",0.435487126032305,1.87225600420318,10.2342529425569,0.846596129820951,1.44334396570228,3.19250684307654
"6",0.328026917562702,2.10615752232402,10.1960077729277,0.675961967380187,1.54709012039178,3.26699172382148
"7",0.35693222479607,1.96868679195206,9.95810887129327,0.747555044969005,1.49123972437109,3.26089622335844
"8",0.351606825563618,1.88326959268891,10.1117543352801,0.706096549746922,1.32248203427176,3.11356943056027
"9",0.404148984161201,1.9702449174221,9.9933754646283,0.823179825907058,1.44623612311979,3.33559054729001
"10",0.277982765147822,2.08042483780529,9.96386892285049,0.551218642084922,1.50587195442379,3.07199753671528
"11",0.328758597952932,2.03670046627734,10.0009929670626,0.661378443479271,1.50850632128555,3.33008637573566
"12",0.403630790464105,1.98003312640396,9.93737598528327,0.818327415120999,1.44289281905396,3.17084108667106
"13",0.336050157833587,2.15918572745798,9.93258962742144,0.678194190326412,1.65406186341968,3.04448412508712
"14",0.344740902770814,2.1145596582564,9.89665299906217,0.687879841335828,1.57051685229691,3.15133336526646
"15",0.298922738688145,2.06997275046776,10.1210954578076,0.588198532514465,1.5675863785939,3.36370423673303
"16",0.39625428163003,1.98031286748459,9.99890317622643,0.794547968417973,1.47666223435933,3.26006866171685
"17",0.323582425862751,2.00528343507477,9.91521975073792,0.655574589065432,1.50840065434438,3.22800741876461
"18",0.362400094902697,2.07273819493453,10.0401938438023,0.736077882698423,1.60196499363409,3.25047529821689
"19",0.327973569609863,2.00179049977629,9.97611179201223,0.664576637311242,1.4884667164024,3.17977814688705
"20",0.344177026538027,2.12842755186002,10.1419159532815,0.693387760930144,1.62954692059397,3.29385300571026
