"time","track_length"
0.6554846,"1k"
0.7509681,"1k"
0.703515,"1k"
0.9165081,"1k"
0.7129135,"1k"
48.60463,"5k"
55.95466,"5k"
51.84007,"5k"
53.02806,"5k"
31.02006,"5k"
418.3486,"10k"
246.5032,"10k"
375.4043,"10k"
293.4678,"10k"
226.4798,"10k"
