"time","track_length"
0.4103963,"1k"
0.3941551,"1k"
0.3911717,"1k"
0.4118537,"1k"
0.4192674,"1k"
7.324397,"5k"
7.178389,"5k"
6.65591,"5k"
7.075731,"5k"
13.11686,"5k"
