"id","bin","behav","prop","var"
"4_1",5,"3",0.0112248922867491,"Turning Angle"
"4_1",6,"3",0.0165581569634387,"Turning Angle"
"4_1",7,"3",0.00742466447703975,"Turning Angle"
"4_1",8,"3",0.0197756218040999,"Turning Angle"
"5_1",1,"1",0.0349684379851656,"Step Length"
"5_1",2,"1",0.0421654956018971,"Step Length"
"5_1",3,"1",0.268558703632913,"Step Length"
"5_1",4,"1",0.420547670693039,"Step Length"
"5_1",5,"1",0.233759692086985,"Step Length"
"5_1",1,"2",0.529533882461812,"Step Length"
"5_1",2,"2",0.467328237253134,"Step Length"
"5_1",3,"2",0.00247635086469245,"Step Length"
"5_1",4,"2",0.000344199666548495,"Step Length"
"5_1",5,"2",0.000317329753813267,"Step Length"
"5_1",1,"3",0.00445923864605797,"Step Length"
"5_1",2,"3",0.00873290351034406,"Step Length"
"5_1",3,"3",0.98340897321471,"Step Length"
"5_1",4,"3",0.00190016482401138,"Step Length"
"5_1",5,"3",0.00149871980487688,"Step Length"
"5_1",1,"1",0.000997010092829331,"Turning Angle"
"5_1",2,"1",0.0554950697018014,"Turning Angle"
"5_1",3,"1",0.177142885993759,"Turning Angle"
"5_1",4,"1",0.287016236067505,"Turning Angle"
"5_1",5,"1",0.283150412590075,"Turning Angle"
"5_1",6,"1",0.152110873853637,"Turning Angle"
"5_1",7,"1",0.0413019919845624,"Turning Angle"
"5_1",8,"1",0.00278551971583194,"Turning Angle"
"5_1",1,"2",0.280823571058038,"Turning Angle"
"5_1",2,"2",0.123709753612736,"Turning Angle"
"5_1",3,"2",0.0569872373874512,"Turning Angle"
"5_1",4,"2",0.0619016432390058,"Turning Angle"
"5_1",5,"2",0.0528109873908129,"Turning Angle"
"5_1",6,"2",0.0733876280775774,"Turning Angle"
"5_1",7,"2",0.103773952894504,"Turning Angle"
"5_1",8,"2",0.246605226339875,"Turning Angle"
"5_1",1,"3",0.179908807309432,"Turning Angle"
"5_1",2,"3",0.225186863389613,"Turning Angle"
"5_1",3,"3",0.0936597357216595,"Turning Angle"
"5_1",4,"3",0.0508005850727591,"Turning Angle"
"5_1",5,"3",0.0516724092619517,"Turning Angle"
"5_1",6,"3",0.178918687558203,"Turning Angle"
"5_1",7,"3",0.206269499107582,"Turning Angle"
"5_1",8,"3",0.0135834125787996,"Turning Angle"
"1_2",1,"1",0.04816380014786,"Step Length"
"1_2",2,"1",0.0641345734876516,"Step Length"
"1_2",3,"1",0.186170193280063,"Step Length"
"1_2",4,"1",0.425006700265383,"Step Length"
"1_2",5,"1",0.276524732819043,"Step Length"
"1_2",1,"2",0.206820394030905,"Step Length"
"1_2",2,"2",0.357954181923067,"Step Length"
"1_2",3,"2",0.435034700936997,"Step Length"
"1_2",4,"2",0.000110896769172344,"Step Length"
"1_2",5,"2",7.98263398589587e-05,"Step Length"
"1_2",1,"3",0.650863822806441,"Step Length"
"1_2",2,"3",0.348548831658434,"Step Length"
"1_2",3,"3",0.000310824464888514,"Step Length"
"1_2",4,"3",0.000159194387061691,"Step Length"
"1_2",5,"3",0.000117326683174697,"Step Length"
"1_2",1,"1",0.0164573915360283,"Turning Angle"
"1_2",2,"1",0.0451122857732876,"Turning Angle"
"1_2",3,"1",0.158430701867474,"Turning Angle"
"1_2",4,"1",0.293928846312143,"Turning Angle"
"1_2",5,"1",0.261515733172169,"Turning Angle"
"1_2",6,"1",0.151212097533712,"Turning Angle"
"1_2",7,"1",0.0531697474803829,"Turning Angle"
"1_2",8,"1",0.0201731963248038,"Turning Angle"
"1_2",1,"2",0.150508917700062,"Turning Angle"
"1_2",2,"2",0.134219381675473,"Turning Angle"
"1_2",3,"2",0.121246368824944,"Turning Angle"
"1_2",4,"2",0.0853125473619731,"Turning Angle"
"1_2",5,"2",0.103459296382691,"Turning Angle"
"1_2",6,"2",0.128939653960992,"Turning Angle"
"1_2",7,"2",0.122058599383359,"Turning Angle"
"1_2",8,"2",0.154255234710505,"Turning Angle"
"1_2",1,"3",0.283160126410074,"Turning Angle"
"1_2",2,"3",0.112794269060327,"Turning Angle"
"1_2",3,"3",0.0995684950993735,"Turning Angle"
"1_2",4,"3",0.054556335925337,"Turning Angle"
"1_2",5,"3",0.0657891869084154,"Turning Angle"
"1_2",6,"3",0.0608850184234873,"Turning Angle"
"1_2",7,"3",0.0794201025141549,"Turning Angle"
"1_2",8,"3",0.243826465658831,"Turning Angle"
"2_2",1,"1",0.282250867218864,"Step Length"
"2_2",2,"1",0.315642967566174,"Step Length"
"2_2",3,"1",0.396215160523333,"Step Length"
"2_2",4,"1",0.00252019759091498,"Step Length"
"2_2",5,"1",0.00337080710071371,"Step Length"
"2_2",1,"2",0.000289151187278406,"Step Length"
"2_2",2,"2",0.00470811666623642,"Step Length"
"2_2",3,"2",0.126530739308137,"Step Length"
"2_2",4,"2",0.517258426175108,"Step Length"
"2_2",5,"2",0.35121356666324,"Step Length"
"2_2",1,"3",0.590788898185895,"Step Length"
"2_2",2,"3",0.408381080902512,"Step Length"
"2_2",3,"3",0.000337082397186153,"Step Length"
"2_2",4,"3",0.000203502629377778,"Step Length"
"2_2",5,"3",0.000289435885029493,"Step Length"
"2_2",1,"1",0.151992537521856,"Turning Angle"
"2_2",2,"1",0.110941989759616,"Turning Angle"
"2_2",3,"1",0.110568252691654,"Turning Angle"
"2_2",4,"1",0.114976203820843,"Turning Angle"
"2_2",5,"1",0.109328964976056,"Turning Angle"
"2_2",6,"1",0.126593792977714,"Turning Angle"
"2_2",7,"1",0.118108779184281,"Turning Angle"
"2_2",8,"1",0.15748947906798,"Turning Angle"
"2_2",1,"2",0.00020797814094511,"Turning Angle"
"2_2",2,"2",0.0321253930885484,"Turning Angle"
"2_2",3,"2",0.157399028379318,"Turning Angle"
"2_2",4,"2",0.296204938282128,"Turning Angle"
"2_2",5,"2",0.312392449833439,"Turning Angle"
"2_2",6,"2",0.160298703230894,"Turning Angle"
"2_2",7,"2",0.0412258152236332,"Turning Angle"
"2_2",8,"2",0.000145693821093624,"Turning Angle"
"2_2",1,"3",0.2891305048961,"Turning Angle"
"2_2",2,"3",0.0791036517957763,"Turning Angle"
"2_2",3,"3",0.0819684673134221,"Turning Angle"
"2_2",4,"3",0.075466174964472,"Turning Angle"
"2_2",5,"3",0.045856088998502,"Turning Angle"
"2_2",6,"3",0.0772275694495177,"Turning Angle"
"2_2",7,"3",0.078966775187147,"Turning Angle"
"2_2",8,"3",0.272280767395063,"Turning Angle"
"3_2",1,"1",0.296893927625942,"Step Length"
"3_2",2,"1",0.35015699076143,"Step Length"
"3_2",3,"1",0.347321297893884,"Step Length"
"3_2",4,"1",0.00468115974312816,"Step Length"
"3_2",5,"1",0.00094662397561634,"Step Length"
"3_2",1,"2",0.000366320787865228,"Step Length"
"3_2",2,"2",0.00062591630887376,"Step Length"
"3_2",3,"2",0.158034019429063,"Step Length"
"3_2",4,"2",0.486040054017266,"Step Length"
"3_2",5,"2",0.354933689456932,"Step Length"
"3_2",1,"3",0.680659216085191,"Step Length"
"3_2",2,"3",0.318466854517682,"Step Length"
"3_2",3,"3",0.000432654887990889,"Step Length"
"3_2",4,"3",0.000243154804452973,"Step Length"
"3_2",5,"3",0.000198119704682798,"Step Length"
"3_2",1,"1",0.161285865640115,"Turning Angle"
"3_2",2,"1",0.121161076272434,"Turning Angle"
"3_2",3,"1",0.107062603619821,"Turning Angle"
"3_2",4,"1",0.108169461616621,"Turning Angle"
"3_2",5,"1",0.123142449785736,"Turning Angle"
"3_2",6,"1",0.114478564191414,"Turning Angle"
"3_2",7,"1",0.118895653820865,"Turning Angle"
"3_2",8,"1",0.145804325052995,"Turning Angle"
"3_2",1,"2",0.000132683292181841,"Turning Angle"
"3_2",2,"2",0.0221249393881658,"Turning Angle"
"3_2",3,"2",0.179666968645271,"Turning Angle"
"3_2",4,"2",0.320349125870046,"Turning Angle"
"3_2",5,"2",0.307978954527352,"Turning Angle"
