"","mean_1","mean_2","mean_3","sd_1","sd_2","sd_3"
"1",0.425619937858484,2.21484620198724,10.5836818503365,0.855692102361051,1.54731229492758,3.75986631466375
"2",0.422711023897505,1.93357097003461,10.6061266639013,0.852155249567053,1.22588036153215,3.38648175298741
"3",0.23272823618784,2.20049607680896,9.98283811667434,0.438052648532404,1.66552851055279,3.05990700503014
"4",0.315532785113705,2.1761966020731,10.4226705068316,0.643019461134968,1.65962928711462,3.58349806291007
"5",0.249598010035985,2.39113719212821,10.2324397437108,0.466804506305359,1.7133669029053,3.62027969945411
"6",0.234150855222282,2.21225401545656,9.79479933384164,0.466420611428715,1.72405305268238,3.31866444489455
"7",0.395978708821018,2.21238020505673,10.2404074092531,0.794002812337166,1.56114649332657,3.23126430311139
"8",0.269356176787332,2.20741104724511,10.0973698640002,0.522792057913229,1.64553317291799,3.22247678645664
"9",0.373319971425946,2.18653361337679,10.1754585645627,0.735945412946429,1.68743625844766,3.19869068781792
"10",0.320661496301851,2.0912905810313,9.67024343944275,0.634776850443899,1.42043964616121,3.18378359579634
