"time","track_length"
0.01084582,"1k"
0.00893575,"1k"
0.004557049,"1k"
0.005001799,"1k"
0.007760433,"1k"
0.0329438,"5k"
0.02619464,"5k"
0.03888377,"5k"
0.02733325,"5k"
0.05915529,"5k"
0.08065263,"10k"
0.1014686,"10k"
0.09037943,"10k"
0.1183493,"10k"
0.1249241,"10k"
0.5564022,"50k"
0.5545995,"50k"
0.5530821,"50k"
0.5548219,"50k"
0.5560482,"50k"
