"time","track_length"
7.784951,"1k"
5.896957,"1k"
5.977789,"1k"
7.694076,"1k"
7.768521,"1k"
25.20038,"5k"
34.22373,"5k"
33.3949,"5k"
35.57506,"5k"
27.29252,"5k"
68.99898,"10k"
62.77219,"10k"
61.94338,"10k"
60.63032,"10k"
60.09614,"10k"
379.3691,"50k"
349.4134,"50k"
351.0323,"50k"
348.0206,"50k"
383.3805,"50k"
